"","x","y","Water","Spruce","Birches","Fir","Hemlock","NonTree","Maple","Basswood","Cedar","Oaks","Pine","Poplar","Ironwoods","Tamarack","Ashes","Elms","Beech","Rose.Trees","Willow","Celtis","Cherries","Alder","Walnuts","Hickory","Hardwood.undif","Juniper","X.......","Sycamore","Cornus"
"V7368",396000,788000,0,0,0,0,0,0,5739.05800028348,1534.12198096821,0,10808.5598742538,0,67.9166201675766,574.184538553855,0,62.4727964617665,1637.36772751231,0,0,0,0,0,0,227.442165294626,8.46889353613598,0,0,0,0,0
"V7369",404000,788000,0,0,26.8981039566528,0,0,0,12272.8647096884,3140.12978591428,0,6948.19140499445,0,0,754.04367708104,0,1952.9979322349,5682.32133442903,0,0,0,0,0,0,526.292999527157,812.997539629539,0,0,0,0,0
"V7370",412000,788000,0,0,32.0365964353917,0,0,0,8648.80812012771,3971.18388795033,0,12878.4609961369,0,0,353.843055812292,0,223.845496472027,2344.35964464709,0,6.44283530229077,0,0,76.1852714169268,0,1088.68368405918,206.754005435405,0,0,0,40.2854032053306,0
"V7371",420000,788000,0,0,0,0,0,0,4879.94394122771,5037.31906111967,0,14206.057361542,0,1210.75343499637,396.642620815783,0,208.737393508336,2668.99491534771,0,4.24449299108407,0,0,0,4.35008464239661,20.5561670312459,346.002963933247,0,0,0,0,0
"V7372",428000,788000,0,0,541.810601515028,0,0,0,689.819924405771,1122.0210241268,0,17832.3630629277,3247.29662896376,1111.86579471496,59.1794721605014,0,296.908310223437,1385.40323765638,0,59.6282048131057,0,0,311.339776376335,0,0,316.225897514986,0,0,0,0,0
"V7373",436000,788000,0,0,0,0,0,0,3201.11933432179,340.468043606504,0,16814.8399327683,1.36933764032746,875.90966934517,104.032133616138,0,21.23042000779,192.523475185456,0,0,7.56045600258521,0,20.4699731383735,0,0,28.5589295606905,0,0,0,0,0
"V7374",444000,788000,0,0,0,0,0,0,474.784815129155,53.8764133884064,0,35851.3875627407,0,653.883549961722,69.8937690731496,0,19.4560848235598,452.239378621645,0,0,0,0,73.3905648897261,0,0,69.3473914005023,0,0,0,0,0
"V7375",452000,788000,0,0,0,0,0,0,0,0,0,11808.7682661357,0,410.863489818129,0,0,0,103.104873885817,0,1.92204955244594,0.00384138014569037,0,6.83480218683738,0,12.2695586558036,0,0,0,0,0,0
"V7376",460000,788000,0,0,0,0,0,0,1005.94076323298,2457.76980270424,0,12699.1178401956,450.447418193477,303.329683078928,92.4079573097606,262.155628071229,530.589578429138,3430.44860670739,0,0,0,0,0,0,224.122151344726,393.878010704892,0,0,0,0,0
"V7377",468000,788000,0,0,0,0,0,0,7380.32126608568,1022.8462392751,0,22889.5785215973,203.064416686659,0.418298797581888,13.0859208261275,0,232.869584987408,416.039413930095,0,0,0,0,0,0,339.759574115121,0,0,0,0,0,0
"V7378",476000,788000,0,0,0,0,0,0,1320.70659049319,307.76912339647,0,6028.709414689,0,47.5285053103007,0,0,0,4239.92444229377,0,0,0,0,64.333506289609,0,21.0548256181497,46.1353925524788,0,0,0,0,0
"V7379",484000,788000,0,0,0,0,0,0,6.20868082084204,0,0,5502.74466963349,0,0,0,0,0,85.1003986149609,0,0,0,0,0,0,0,2.94804589480613,0,0,0,0,0
"V7380",492000,788000,0,0,0,0,0,0,152.119586602019,35.8097138185946,0,5222.24404369566,0,15.8896951864159,0,0,45.2463794100585,353.494420851815,0,0,0,0,0,0,39.8683551377635,74.8656752318783,0,0,0,0,0
"V7381",5e+05,788000,0,0,0,0,0,0,33.5079416714709,113.817710430578,0,4725.62170408686,0,0,0,44.4500467556142,401.133406460759,307.152252815104,0,0,0,0,0,0,0,191.753369581789,0,0,0,0,0
"V7382",508000,788000,0,0,0,0,0,0,0,0,0,4877.64064874049,0,13.5108034618726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7383",516000,788000,0,0,0,0,0,0,0,0,0,4214.64271238528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7384",524000,788000,0,0,0,0,0,0,0,0,0,3086.09687911207,0,353.064488666005,0,0,0,0,0,0,0,0,0,0,0,20.5649695906572,0,0,0,0,0
"V7385",532000,788000,0,0,0,0,0,0,0,0,0,2148.83503188803,0,48.8818713991786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7386",540000,788000,0,0,0,0,0,0,246.297600495578,0,0,4041.59388664804,0,233.023434961397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7387",548000,788000,0,0,0,0,0,0,0,0,0,2653.32753726062,0,0,0,0,0,42.3278118544656,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7388",556000,788000,0,0,0,0,0,0,0,0,0,4429.39386664619,0,35.0500739393815,0,0,0,52.6369368669678,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7389",564000,788000,0,0,0,0,0,0,0,0,0,271.868314302824,0,7.34225058701258,0,0,0.204787585596243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7390",572000,788000,0,0,0,0,0,0,6076.18268651738,1423.79283525124,0,4639.32388354738,0,84.383320108784,632.032463842446,0.158582645334246,337.927620639439,2058.96938628123,0,0,0,0,117.379566257035,0,80.8398926516645,221.323597747838,0,0,0,0,0
"V7391",580000,788000,0,0,11.7621256739368,0,0,0,4561.32440880857,3564.66661345782,0,6755.29717492165,0,637.178768459392,993.642308632905,2104.05340435849,742.184549810826,4135.52121069494,0,0,57.3756699568115,0,58.0053213150965,0,0,0,0,0,0,0,0
"V7392",588000,788000,0,0,0,0,0,0,3325.27729663827,2637.17533051659,0,15537.1137114322,0,0,26.7849113118901,26.6992090795814,1657.69294648866,1595.22894886156,479.624126897037,3.32586785523321,0,0,0,0,234.644225758103,0,0,0,0,0,0
"V7393",596000,788000,0,0,264.365472940916,0,0,0,5642.50967268787,1385.7636995372,0,4160.89987390395,0,0,388.891696659184,577.728388169116,28.6776102478814,725.185996451805,3709.21379820888,68.9748461769642,0,0,336.870995932132,0,0,0,0,0,0,0,0
"V7394",604000,788000,0,664.714823718319,40.4749201954682,0,0,0,3463.77196509114,579.885400638406,0,8136.9893719038,0,27.2550124023386,410.289706775716,753.18473505711,292.668932779332,1034.4958106,0,0,0,0,705.838832256707,0,0,0,0,0,0,0,0
"V7395",612000,788000,0,0,0,0,0,0,3742.68220080577,789.868633419151,0,7728.66675289516,0,394.135949416471,932.804656168114,406.583949015873,1311.63413412445,1498.14636631622,2502.43891521032,0,0,0,20.8542173929045,0,0,0,0,0,0,0,0
"V7396",620000,788000,0,0,1590.50972681764,0,0,0,7377.13031677822,805.045386041004,2764.50674769616,100.084251925104,0,1.89131293433439,290.130152108245,228.054920505644,4018.81690181976,2125.8874013774,10318.4982402136,0,0,0,45.9127695190881,0,0,0,0,0,0,0,0
"V7397",628000,788000,0,0,275.018182023126,0,0,0,1542.60216227719,1720.78718678327,675.968290194779,1176.25360887191,0,0,254.221180115493,0,1047.39631545509,706.844456436763,20418.7974559787,0,0,0,0,0,0,331.92759687181,0,0,0,0,0
"V7398",636000,788000,0,0,1780.44431271076,0,0,0,287.38540562511,0,0,281.074444201061,0,0,261.40049125693,0,54.7597235916302,0,5240.92191109938,0,0,0,0,0,0,0,0,0,0,0,0
"V7399",644000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7400",652000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7401",660000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7402",668000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7403",676000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7404",684000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7405",692000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7406",7e+05,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7407",708000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7408",716000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7409",724000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7410",732000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7411",740000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7412",748000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7413",756000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7414",764000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7415",772000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7416",780000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7417",788000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7418",796000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7419",804000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7420",812000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7421",820000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7422",828000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7423",836000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7424",844000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7425",852000,788000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7426",68000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7427",76000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7428",84000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7429",92000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7430",1e+05,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7431",108000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7432",116000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7433",124000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7434",132000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7435",140000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7436",148000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7437",156000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7438",164000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7439",172000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7440",180000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7441",188000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7442",196000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7443",204000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7444",212000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7445",220000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7446",228000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7447",236000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7448",244000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7449",252000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7450",260000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7451",268000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7452",276000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7453",284000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7454",292000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7455",3e+05,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7456",308000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7457",316000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7458",324000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7459",332000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7460",340000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7461",348000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7462",356000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7463",364000,780000,0,0,619.177195504825,0,0,0,318.366911892047,0,0,626.473600169586,0,0,0,0,3447.3974227915,66.5981420332356,0,0,2735.93057792171,0,0,0,0,132.9881362391,0,0,0,0,0
"V7464",372000,780000,0,0,101.969104232125,0,0,0,0,0,0,7118.61638927847,0,1.00962058909954,0,0,79.9915900241505,0,0,0,0,45.9587610169268,0,0,0,5.57350451125301,0,0,0,0,0
"V7465",380000,780000,0,0,0,0,0,0,0,0,0,2407.63710303558,0,0,0,0,0,0,0,0,0,0,0,0,0,30.2159066937935,0,0,0,0,0
"V7466",388000,780000,0,0,0,0,0,0,3319.24856726008,2520.9959592717,0,14179.277662391,0,4884.46518751676,337.75266324654,0,171.824697528239,1524.59923007133,0,0,0,0,569.113614973075,0,212.830644546768,0,0,0,0,0,0
"V7467",396000,780000,0,0,0,0,0,0,13942.6587395594,2992.43226438128,0,16637.1827585102,0,40.1931025068881,763.114723483007,0,360.525662987459,1775.24954566295,0,0,0,0,0,0,357.340899953036,373.82163053282,0,0,0,0,0
"V7468",404000,780000,0,0,0,0,0,0,17342.7572467402,8415.36648153812,0,7580.62932492496,0,0,597.762955318426,0,0,1783.69074047795,0,5.76336735007926,0,0,0,0,0,1227.75932332602,0,0,0,0,0
"V7469",412000,780000,0,0,0,0,0,0,7465.74212116549,2474.26592511495,0,14996.5233278984,0,131.978941216501,383.400797693155,0,51.0209744125384,2250.63175390305,0,0,7.45149016611184,0,101.167325646271,1.36443724969402,11.4554214003887,472.830936944303,0,0,0,0,0
"V7470",420000,780000,0,0,72.1571250822447,0,0,0,1418.2745640097,2469.82250965982,0,11831.2605738766,0,2498.60355293021,301.02212785755,0,0,3071.85626604484,0,0,0,0,1456.28277526252,0,92.6419842081181,12.8757225564753,0,0,0,0,0
"V7471",428000,780000,0,0,2.71907015840584,0,0,0,84.5226274904643,364.009182301645,0,11917.7072282092,0,499.746111141524,25.2735232463522,0,59.9787812020243,1072.31561204917,0,0,0,0,120.800699287872,0,64.3355409164703,32.7730257780014,0,0,0,0,0
"V7472",436000,780000,0,0,0,0,0,0,243.522475223421,1819.41843444212,0,11097.3919704442,0,660.034518124769,0,0,181.752032045108,2088.71759151508,0,0,0,0,0,0,52.3711946377965,71.2854634346556,0,0,0,0,0
"V7473",444000,780000,0,0,26.663441272205,0,0,0,352.770603760485,185.772407931699,0,10069.2778247566,0,718.848762551852,0,0,0,265.353656698603,0,0,0,0,0,0,121.487501530423,333.520373391335,0,0,0,0,0
"V7474",452000,780000,0,0,0,0,0,0,0,0,0,6917.81699210246,313.222131788445,1.39686264977819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7475",460000,780000,0,0,0,0,0,0,3243.63976156518,1503.74455552849,0,17899.5113559734,0,338.317478125767,60.3902251493944,0,470.94726231247,1028.03988296905,0,0,0,0,0,0,42.347361901141,145.745465578741,0,0,0,0,0
"V7476",468000,780000,0,0,0,0,0,0,3841.67128275923,14091.7631842996,0,18730.7119823698,32.1319271923455,183.655680974501,0,0,528.446143929523,151.994649236966,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7477",476000,780000,0,0,0,0,0,0,153.314029479315,519.947935733582,0,10404.2393746478,219.286573241096,38.4233811802883,0,0,183.131545702509,31.2725150005968,0,0,0,0,0,0,0,577.371533774755,0,0,0,0,0
"V7478",484000,780000,0,0,0.602810167972001,0,0,0,0,60.6936166055517,0,5239.11849056045,0,0,0,0,20.1187087282666,0,0,0,0,0,0,0,0,299.726476194362,0,0,0,0,0
"V7479",492000,780000,0,0,0,0,0,0,0,15.0021390362339,0,3786.07919610017,0,0,0,0.600912340922171,0,5.4806307645953,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7480",5e+05,780000,0,0,0,0,0,0,0,0,0,5160.64706932765,0,1.03055203240725,0,0,0,38.0129015674159,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7481",508000,780000,0,0,0,0,0,0,0,0,0,5192.4023557685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7482",516000,780000,0,0,0,0,0,0,0,0,0,3452.37992170775,0,142.500375241543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7483",524000,780000,0,0,0,0,0,0,0,0,0,8957.96304756681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7484",532000,780000,0,0,0,0,0,0,0,0,0,4731.53544852728,0,314.72154250524,0,0,0,0,0,0,0,0,1.86962727397145,0,0,0,0,0,0,0,0
"V7485",540000,780000,0,0,0,0,0,0,0,0,0,9435.66506383932,0,112.953425040788,0,11.3113216442606,0,454.988644268432,0,0,0,0,0,0,0,336.011281384738,0,0,0,0,0
"V7486",548000,780000,0,0,0,0,0,0,0,0,0,24122.4703195971,0,298.392517273395,96.8161286794689,0,158.556266843044,190.648398185479,0,0,137.948285495189,0,0,0,0,464.26563351407,0,0,0,0,0
"V7487",556000,780000,0,0,0,0,0,0,0,183.564819190249,0,5277.96073864027,0,54.9246764004531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7488",564000,780000,0,0,0,0,0,0,25.3380214208034,149.974707454934,0,4836.25633902912,0,27.1043448051838,0,422.772109579959,10637.8195039418,995.188335246901,0,0,0,0,0,0,0,0,0,0,0,0,0
"V7489",572000,780000,0,0,0,0,0,0,6640.97016703382,4269.71142566797,0,28234.8907242034,0,4.97483091775106,405.912471193849,456.691984124193,805.05813426529,1549.92296661696,45.554652390044,0,0,0,0,0,263.495794055064,908.761904619417,0,0,0,0,0
"V7490",580000,780000,0,0,0,0,0,0,9748.80622962564,5437.67500687464,0,6609.75583728197,0,0,811.328178712256,1902.00469999452,4816.67625622257,5928.01435468948,0,0,0,0,0,0,0,335.088150984268,0,0,0,0,0
"V7491",588000,780000,0,0,100.16842649462,0,0,0,17457.5743793407,3060.23030660113,0,10412.5988727385,0,0,59.458395866307,1098.85240275212,1158.17062731544,1294.13179613903,1035.13686662931,0,0,0,50.1403555580844,0,0,0,0,0,0,0,0
"V7492",596000,780000,0,0,0,0,0,0,2815.7525231579,1039.94712100428,0,5825.07458750793,0,1730.02810582199,0,610.746727911676,2046.08022593796,1529.56543658007,1750.34884387902,0,0,0,70.0200845092425,0,0,57.4263134716195,0,0,0,0,0
"V7493",604000,780000,0,0,63.8548685699178,0,0,0,3880.16104519091,1513.84081910853,0,10154.9389106661,0,23.4725541624027,80.8684482320417,1199.40938466082,957.13608789793,4229.04384846654,212.817189788146,0,0,0,8.16023812554879,0,33.8452736943036,0,0,0,0,0,0
"V7494",612000,780000,0,0,0,0,0,0,2853.89571197289,2440.22091799211,0,5953.74973502824,0,3613.03902772152,98.4104444032184,345.289712637864,668.254060547784,992.884926260763,2149.39213422244,0,0,0,32.5634476911829,0,11.8981013838735,84.5552342512735,0,0,0,0,0
"V7495",620000,780000,0,0,282.47990477432,0,0,0,16321.7238055349,262.588126161003,765.827753623071,11946.4251371342,0,0,33.6770939053127,73.8262534888358,1873.51316632112,575.200323499903,10263.0324842597,0,0,0,34.2470180236911,0,0,0,0,0,0,0,0
"V7496",628000,780000,0,0,626.949865934244,0,0,0,4832.19391758106,711.675190242452,0,9611.26425955606,0,0,176.372245376373,482.596046392278,4667.67620584438,1314.35377015081,8286.75139547355,0,0,0,80.7007710552263,0,0,166.297795451122,0,0,0,0,0
"V7497",636000,780000,0,0,881.199732743189,0,0,0,149.731006769004,0,0,0,0,0,0,0,0,0,3469.5607193804,0,0,0,0,0,0,0,0,0,0,0,0
"V7498",644000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"V7499",652000,780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
